Assunto,Tipo de pedido,Detalhamento
"Solicita visita técnica do NUBEA acompanhado de Médico Veterinário para averiguação e tomadas de providências cabíveis, recolhimento dos animais ao canil municipal e agendamento da castração dos animais",ATENDIMENTO,Outros
"Solicita vistoria técnica para identificação de pontos sem iluminação, manutenção e reestabelecimento do funcionamento das lâmpadas e verificação da rede elétrica, substituição de componentes danificados",SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"Solicita instalação de lixeira e ponto de ônibus em frente ao mercado Arueira, SP 102 km 72",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
"Solicita vistoria técnica e reforço da sinalização de trânsito, ações de fiscalização e campanhas de conscientização e orientação",VISTORIA,Outros
"Solicita implantação de faixa de pedestres na Rodovia Prefeito Francisco Ribeiro Nogueira, 260 km 72 (Estrada de Taiaçupeba)",IMPLANTAÇÃO,Implantação de Faixa de Pedestres - SMMT
Solicita instalação de lombada no cruzamento entre as ruas Antônio Moretti e José de Carlo,IMPLANTAÇÃO,Implantação de Lombada - SMMT
Solicita aumento de policiamento na Rua Samuel no bairro Vila Melchizedec,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
Solicita implantação de alambrado ao lado da quadra de basquete 3x3 na Rua Ernesto Ferreli,SERVIÇO,Manutenção Quadras/Campos - SMEL
Solicita serviços de revitalização da pintura da quadra de basquete 3x3 na Rua Ernesto Ferreli,SERVIÇO,Manutenção Quadras/Campos - SMEL
Solicita serviços de roçagem de vegetação alta no parque ao lado da quadra de society na Rua Ernesto Ferreli,SERVIÇO,Limpeza Pública - SMSUZ
Solicita serviços de revitalização do parque ao lado da de society na Rua Ernesto Ferreli,SERVIÇO,Manutenção Praça/Parques - SMSUZ
"Solicita serviços de tapa buraco na Rua José Pereira, 509",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicita realização de serviços de manutenção nas lixeiras próximo ao parque da cidade,SERVIÇO,Manutenção de Lixeiras Públicas
"Solicita limpeza e retirada de entulhos na calçada da Rua Darci Pereira, 516 com a Rua Sarmento Aires, 19",SERVIÇO,Limpeza Pública - SMSUZ
Solicita serviços de manutenção na torneira da churrasqueira próximo as quadras de society do parque da cidade,SERVIÇO,Manutenção de Parques (Ayrton Nogueira e da Cidade)
"Solicita recolocação dos bancos no ponto de ônibus da Rua Dr. José Oswaldo Jardim de Azevedo, 550",SERVIÇO,Outros
Solicita serviços de manutenção no balanço recreativo do Parque da Cidade,SERVIÇO,Manutenção de Parques (Ayrton Nogueira e da Cidade)
"Solicita estudos para a implantação de boca de lobo na Rua José Rodrigues Pires, 302 com a Rua Mario Crispim",IMPLANTAÇÃO,Implantação de Boca de lobo - SMSUZ
"Solicita estudos para a implantação de galeria pluvial na Rua Ricardo Rodrigues de Souza, 29",IMPLANTAÇÃO,Outros
"Solicita serviços de manutenção e pintura no campo do centro esportivo de Braz Cubas localizado na Rua Schwartzmann, 760",SERVIÇO,Manutenção de Centro Esportivo
"Solicita a liberação para utilização do Teatro Vasques para o espetáculo ""Do Sertão ao Sonho"" a ser realizado pelo Instituto Transforma",EVENTO,Serviços Evento - SMC
"Serviços de roçagem e limpeza no campo do centro esportivo de Braz Cubas localizado na Rua Schwartmann, 760",SERVIÇO,Manutenção Quadras/Campos - SMEL
"Solicita implantação de um totem de segurança no centro esportivo de Braz Cubas localizado na Rua Schwartmann, 760",IMPLANTAÇÃO,Implantação de Totem de Segurança
Solicita serviços de dessassoramento e colocação de tubos em buraco localizado na Rua Ceará em frente ao número 33C,SERVIÇO,Manutenção córrego/Dessasoreamento - SMSUZ
"Solicita serviços de nivelamento, cascalhamento e tapa buraco na SP043 Rodovia Quatinga-Barroso do sitio Refúgio Majestade ao sítio Monte Verde",SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita serviços de nivelamento e cascalhamento na Estrada do Davi em toda sua extensão,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita serviços de rebaixamento de guia e readequação de vaga de cadeirante,IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
Solicita serviço de restauração na tela de proteção da quadra localizada na Rua Jardelina Almeida Lopes,SERVIÇO,Manutenção Quadras/Campos - SMEL
Solicita serviços de desratização e controle de pragas em toda a extensão da Travessa Antônio Mauricio de Souza no bairro Mogi Moderno,SERVIÇO,Outros
Solicita serviços de manutenção asfáltica na Rua Kazumo Sumizono em frente ao número 554,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicita manutenção asfáltica na Rua Armindo Freire em frente ao número 119,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicita serviços de manutenção de sinalização de solo, vertical e horizontal (pinturas de solo e placas de sinalização) localizado na Rua Fernandes Sardinha",SERVIÇO,Manutenção Sinalização viária - SMMT
Solicita fechamento parcial da Rua Linderberg no trecho entre os números 51B a 164 no dia 13/12 das 08h00 ás 18h00,EVENTO,Fechamento de rua
Solicita estudos para a implantação de câmeras de monitoramento na esquina da Rua Lara com a Rua Maria Antonieta Mello Freire Conceição,IMPLANTAÇÃO,Implantação de Câmera de Monitoramento
Solicita intensificação das rondas da Guarda Civil Municipal nas imediações da escola Jacks Grinberg bem como nas vias do Residencial Mirage e da Avenida Amazonas,VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
"Solicita serviços de tapa buraco na Rua Professor Gumercindo Coelho, 635",SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
"Solicita limpeza da viela localizada na Rua Capitão Joaquim de Mello Freire, 1588 próximo a Avenida Japão",SERVIÇO,Limpeza Pública - SMSUZ
"Solicita a limpeza da viela localizada na Rua Professor Gumercindo Coelho, altura do número 635",SERVIÇO,Limpeza Pública - SMSUZ
"Solicita o aumento do policiamento e realização de rondas regulares na Rua Professor Gumercindo Coelho, altura do número 635",VISTORIA,Rondas Ostensivas/Intensificação - SMSEG
Solicita realização de estudos e intervenções para o reparo estrutural do córrego localizado na Rua Kikuji Iwanami,SERVIÇO,Manutenção córrego/Dessasoreamento - SMSUZ
Solicita estudos para a implantação de guias e sargetas na Estrada Municipal Bairro São Sebastião e ruas adjacentes,IMPLANTAÇÃO,Implantação de Guias/sarjetas - SMUZ
Solicita providências quanto ao descarte irregular de lixo na esquina da Rua Schwartzman com a Avenida Francisco Ferreira Lopes,SERVIÇO,Limpeza Pública - SMSUZ
Solicita melhorias na iluminação pública da quadra poliesportiva localizada na Rua Edmundo Gerke,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita estudos técnicos para manutenção de tampa de bueiro localizada na Rua Ubirajara Barros Gomes Martins,SERVIÇO,Manutenção Boca de lobo/tampa de bueiro - SMUZ
Solicita instalação de iluminação pública na viela da Rua João Gianese nas proximidades do número 176,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
"Solicita estudos técnicos necessários para a realização de poda de árvore localizada na Rua Padre Albino Bareta, 13B",SERVIÇO,Poda de Árvore - SMAPA
Solicita nivelamento e cascalhamento na Estrada Santa Rita localizada no bairro Vila Moraes,SERVIÇO,Nivelamento e Cascalhamento
"Solicita instalação da placa de sinalização indicativa na Estrada de Santa Rita, informando que à esquerda encontra-se o acesso à Estrada de Taiaçupeba",IMPLANTAÇÃO,Outros
Serviço de limpeza e roçagem da praça localizada na Rua Engenheiro Eder Campos de Faria em frente ao número 66,SERVIÇO,Limpeza Pública - SMSUZ
"Solicita a pintura da lombada localizada na Rua Rogério Tacola, 301",SERVIÇO,Manutenção Sinalização viária - SMMT
"Solicita estudos necessários para a implantação de cobertura no ponto de ônibus das linhas C205 e E209, localizado na Rua Laos esquina com a Rua Joaquina Oliveira Ruiz",IMPLANTAÇÃO,Implantação de Abrigo de ônibus - SMMT
"Solicita a instalação de equipamento do tipo ATI e pista de caminhada no entorno do terreno municipal localizado entre as ruas Guarapiranga, Domingos de Souza, Oropó e Rua João Antônio da Costa",IMPLANTAÇÃO,Implantação de Academia da Terceira Idade - ATI - SMEL
Solicita estudos para substituição das lâmpadas amarelas por lâmpadas de LED em toda a extensão das Ruas Professor Adolfo Martins e Vicente Antônio Grisario,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita a impliação do horário das aulas de hidroginástica para o período noturno na unidade UnicaFisio Rodeio e futuramente UnicaFisio Braz Cubas,ATENDIMENTO,Incentivo/Apoio ao Esporte
"Solicita estudos técnicos e a implantação de parcerias com academias privadas com piscina, visando ampliar a oferta de aulas de hidroginástica",ATENDIMENTO,Incentivo/Apoio ao Esporte
Solicita a implantação de câmeras ou totem de segurança no cruzamento da Avenida Julio Simões com a Avenida Paulista,IMPLANTAÇÃO,Implantação de Câmera de Monitoramento
Solicita a manutenção da Estrada Santa Rita,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita a manutenção da Estrada Kem Saito,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita a limpeza e a capinação da praça localizada na Avenida Roque Stilhano altura do número 106,SERVIÇO,Limpeza Pública - SMSUZ
Solicita informações sobre natureza jurídica da área conhecida como curva da morte,SERVIÇO,Código de logradouro - SMF
Solicita estudos necessários para a implantação de totem de segurança na Rua Dr. Gabriel Prestes com a Rua Oscar Thompson,IMPLANTAÇÃO,Implantação de Totem de Segurança
Solicita a implantação de uma academia da terceira idade na praça localizada na Rua Engenheiro Éder Campos de Faria em frente ao número 66,IMPLANTAÇÃO,Implantação de Academia da Terceira Idade - ATI - SMEL
Solicita informações sobre o andamento do protocolo 4967/2025,IMPLANTAÇÃO,Implantação de Lombada - SMMT
"Solicita estudos técnicos para a implantação de redutor de velocidade na Rua Gonçalo Ferreira, 300 a 542",IMPLANTAÇÃO,Implantação de Redutor de Velocidade
Solicita estudos para a implantação de um portal indicando a entrada do distrito de Taiaçupeba,IMPLANTAÇÃO,Outros
Solicita a instalação de um playground no distrito de Taiaçupeba,IMPLANTAÇÃO,Implantação de Área de Lazer
Solicita os serviços de tapa buraco na Rua Rogério Tacola altura do número 301,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicita realização de serviços de manutenção na Avenida América em toda sua extensão,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita informações referentes a praça localizada próxima a Avenida Presidente Altino Arantes (em frente a UPA de Jundiapeba),SERVIÇO,Código de logradouro - SMF
Solicita a troca ou reforma adequada do ponto de ônibus situado na Estrada Nagao em frente à antiga Granja Nagao e ao Sítio Kato,SERVIÇO,Manutenção de Abrigo de Ônibus
Solicita serviços de nivelamento de sarjeta ou realizem estudo visando a possibilidade de implantação de sistema de drenagem,IMPLANTAÇÃO,Implantação de Boca de lobo - SMSUZ
"Solicita estudos necessários para viabilizar realização de instalação de placa de ""Proibido Estacionar"" na Rua João Batista Belda entre as ruas Raul Anderson e Álvaro Costa Dias",IMPLANTAÇÃO,Implantação de Sinalização viária - SMMT
Solicita visita técnica para averiguação e tomada de providências cabíveis quanto a verificação de situação de maus tratos a animal,ATENDIMENTO,Outros
"Solicita a supressão de árvore localizada na Avenida Ricieri José Marcatto, 2468",SERVIÇO,Poda de Árvore - SMAPA
Solicita os serviços de tapa buraco ou recapeamento na Travessa Manoel Fernandes entre as Ruas José Antônio de Melo e Talete Maccio,SERVIÇO,Recapeamento/Tapa Buraco - SMSUZ
Solicita a disponibilização de colchões e beliches para acomodação dos atletas pasrticipantes do 75° campeonato de Tênis de Mesa,ATENDIMENTO,Incentivo/Apoio ao Esporte
Solicita a implantação de fresas em trecho na Rua Elias Pinheiro Nobre esquina com a Rua Professor Antônio Martins Coelho,SERVIÇO,Manutenção Estradas Rurais/Urbanas - SMUZ
Solicita manutenção em luminária (25336) situada na Rua Moçambique altura do número 36,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita manutenção em luminária (25342) situada na Rua Moçambique altura do número 143,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita manutenção em luminária (25341) situada na Rua Moçambique altura do número 115,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita manutenção em luminária (2553) situada na Rua dos Vicentinos 2.017,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita manutenção em luminária (962) situada na Rua Laurentino Alves dos Santos altura do número 150,SERVIÇO,Manutenção Iluminação Pública - SMSUZ
Solicita a reintegração das linhas C301 e C302 à Avenida Monte das Oliveiras ao numeral 306,ATENDIMENTO,Horário de ônibus - SMMT
Solicita informações sobre existência de áreas públicas nos bairros Jardim Santos Dumont II e III,ATENDIMENTO,Outros
Solicita a utilização das vagas de estacionamento em frente ao paço municipal pela Unicesumar para ação destinada a conscientização aos estudos,EVENTO,Serviços Evento - SMMT
Solicita os serviços de revitalização da praça Governador Mário Covas localizada na Vila Estação,SERVIÇO,Manutenção Praça/Parques - SMSUZ
Solicita limpeza e roçagem do mato ao redor da Estrada Fujitaro Nagao em toda sua extensão,SERVIÇO,Limpeza Pública - SMSUZ
Solicita atualizações sobre o edital: 028/2025 - Aquisição de Kits de Uniformes Escolares para alunos da rede minicipal de ensino de Mogi das Cruzes,ATENDIMENTO,Outros
Solicita implatação de vagas para moto e carga e descarga na Rua Inocêncio Nunes de Siqueira,IMPLANTAÇÃO,Implantação de Vaga de Estacionamento - SMMT
Solicita a interdição da Rua Alameda Santo Angelo entre os números 1021 a 1051 no trecho compreendido da Rua Augusto Regueiro com a Rua Francisco Soares Marialva,EVENTO,Interdição de Via - SMMT
Solicita a interdição da Avenida Venezuela entre os números 84B ao 72 da Rua José Pereira com a Rua Augusto Regueiro,EVENTO,Interdição de Via - SMMT
